risk	group	impact	likelihood
R_SOCIALINSTABILITY	Non-Business	4.919917864	5.018480493
R_SOCIALINSTABILITY	Female	5.137614679	5.316513761
R_SOCIALINSTABILITY	Male	4.682847896	4.750809061
R_SOCIALINSTABILITY	Older	4.74057971	4.9
R_SOCIALINSTABILITY	Aged below 30	5.073529412	4.860294118
R_SOCIALINSTABILITY	Expert	5.067708333	5.03125
R_SOCIALINSTABILITY	Non-Expert	4.716535433	4.853543307
R_STATECOLLAPSE	Overall	4.482880756	5.373081464
R_STATECOLLAPSE	Business	4.335276968	5.341107872
R_STATECOLLAPSE	Non-Business	4.571428571	5.392354125
R_STATECOLLAPSE	Female	4.815315315	5.495495495
R_STATECOLLAPSE	Male	4.365384615	5.331730769
R_STATECOLLAPSE	Older	4.376436782	5.373563218
R_STATECOLLAPSE	Aged below 30	4.971631206	5.34751773
R_STATECOLLAPSE	Expert	4.722222222	5.712962963
R_STATECOLLAPSE	Non-Expert	4.44170096	5.323731139
R_TERRORIST	Overall	4.891566265	4.909638554
R_TERRORIST	Business	4.795321637	5.005847953
R_TERRORIST	Non-Business	4.952182952	4.831600832
R_TERRORIST	Female	5.474885845	5.182648402
R_TERRORIST	Male	4.680327869	4.816393443
R_TERRORIST	Older	4.770588235	4.966176471
R_TERRORIST	Aged below 30	5.482014388	4.611510791
R_TERRORIST	Expert	5.153846154	5.163461538
R_TERRORIST	Non-Expert	4.849162011	4.87150838
R_UNEMPLOYMENT	Overall	5.023201856	5.337587007
R_UNEMPLOYMENT	Business	4.951566952	5.361823362
R_UNEMPLOYMENT	Non-Business	5.071856287	5.323353293
R_UNEMPLOYMENT	Female	5.450892857	5.674107143
R_UNEMPLOYMENT	Male	4.871271586	5.21978022
R_UNEMPLOYMENT	Older	4.931818182	5.302556818
R_UNEMPLOYMENT	Aged below 30	5.416666667	5.513888889
R_UNEMPLOYMENT	Expert	4.889518414	5.235127479
R_UNEMPLOYMENT	Non-Expert	5.110663984	5.408450704
R_WATER	Overall	5.261390887	5.231414868
R_WATER	Business	5.163204748	5.077151335
R_WATER	Non-Business	5.320987654	5.333333333
R_WATER	Female	5.525114155	5.566210046
R_WATER	Male	5.166123779	5.117263844
R_WATER	Older	5.120058565	5.184480234
R_WATER	Aged below 30	5.898550725	5.463768116
R_WATER	Expert	5.575129534	5.440414508
R_WATER	Non-Expert	5.156050955	5.165605096
R_WEATHEREVENTS	Overall	4.497013142	5.572281959
R_WEATHEREVENTS	Business	4.250728863	5.527696793
R_WEATHEREVENTS	Non-Business	4.680412371	5.61443299
R_WEATHEREVENTS	Female	4.986547085	5.878923767
R_WEATHEREVENTS	Male	4.319738989	5.464926591
R_WEATHEREVENTS	Older	4.38540146	5.579562044
R_WEATHEREVENTS	Aged below 30	5.028571429	5.535714286
R_WEATHEREVENTS	Expert	5.254237288	6.254237288
R_WEATHEREVENTS	Non-Expert	4.442558747	5.528720627
R_WMD	Overall	5.207026349	3.700125471
R_WMD	Business	5.232142857	3.633928571
R_WMD	Non-Business	5.19205298	3.746136865
R_WMD	Female	5.487179487	4.235897436
R_WMD	Male	5.114808652	3.529118136
R_WMD	Older	5.155145929	3.648233487
R_WMD	Aged below 30	5.492647059	3.926470588
R_WMD	Expert	5.682692308	3.855769231
R_WMD	Non-Expert	5.13909224	3.673499268
