risk	group	impact	likelihood
R_ILLICITTRADE	Male	3.007389069	5.486486435
R_ILLICITTRADE	Non-Business	3.354717016	5.539622784
R_ILLICITTRADE	Non-Expert	3.203252077	5.518817425
R_ILLICITTRADE	Overall	3.143254519	5.462707043
R_ILLICITTRADE	Senior	3.073558569	5.433663368
R_ILLICITTRADE	Young	3.409448862	5.627906799
R_INFECTIOUSDISEASES	Business	3.57058835	4.266862392
R_INFECTIOUSDISEASES	Expert	3.704545498	4.639097691
R_INFECTIOUSDISEASES	Female	3.677129984	4.546666622
R_INFECTIOUSDISEASES	Male	3.504926205	4.257985115
R_INFECTIOUSDISEASES	Non-Business	3.581748962	4.486792564
R_INFECTIOUSDISEASES	Non-Expert	3.529058218	4.285429001
R_INFECTIOUSDISEASES	Overall	3.563814878	4.32311964
R_INFECTIOUSDISEASES	Senior	3.518962145	4.363095284
R_INFECTIOUSDISEASES	Young	3.75	4.3515625
R_INFLATION	Business	3.151057482	3.508928537
R_INFLATION	Expert	3.078125	3.463320494
R_INFLATION	Female	3.308823586	3.966183662
R_INFLATION	Male	3.088832378	3.5
R_INFLATION	Non-Business	3.153527021	3.802469254
R_INFLATION	Non-Expert	3.224489689	3.804034472
R_INFLATION	Overall	3.124087572	3.61127162
R_INFLATION	Senior	3.05660367	3.49689436
R_INFLATION	Young	3.586776972	4.303278923
R_INTERSTATE	Business	3.540935755	5.1842103
R_INTERSTATE	Expert	3.808823586	5.382352829
R_INTERSTATE	Female	3.702702761	5.417040348
R_INTERSTATE	Male	3.573170662	5.148418427
R_INTERSTATE	Non-Business	3.684410572	5.301886559
R_INTERSTATE	Non-Expert	3.592920303	5.225749493
R_INTERSTATE	Overall	3.587988853	5.186369896
R_INTERSTATE	Senior	3.578217745	5.25049305
R_INTERSTATE	Young	3.779527664	5.212598324
R_MANMADECATA	Business	3.442815304	5.299120426
R_MANMADECATA	Expert	3.948275805	5.672413826
R_MANMADECATA	Female	3.785714388	5.548672676
R_MANMADECATA	Male	3.423645258	5.208845139
R_MANMADECATA	Non-Business	3.656488657	5.328301907
R_MANMADECATA	Non-Expert	3.510452986	5.29116106
R_MANMADECATA	Overall	3.526315689	5.288275719
R_MANMADECATA	Senior	3.441117764	5.222663879
R_MANMADECATA	Young	3.984496117	5.746153831
R_MIGRATION	Business	3.592261791	5.614925385
R_MIGRATION	Expert	3.744360924	5.80451107
R_MIGRATION	Female	3.762331724	5.723214149
R_MIGRATION	Male	3.619164705	5.656019688
R_MIGRATION	Non-Business	3.75555563	5.727941036
R_MIGRATION	Non-Expert	3.649298668	5.644000053
R_MIGRATION	Overall	3.650000095	5.636615753
R_MIGRATION	Senior	3.651394367	5.677932262
R_MIGRATION	Young	3.7421875	5.6875
R_NATIONALGOV	Business	3.430678368	5.141176701
R_NATIONALGOV	Expert	3.647058725	5.470588207
R_NATIONALGOV	Female	3.632287025	5.352678776
R_NATIONALGOV	Male	3.46305418	5.144963264
R_NATIONALGOV	Non-Business	3.639097691	5.303370953
R_NATIONALGOV	Non-Expert	3.509769201	5.191150665
R_NATIONALGOV	Overall	3.506276131	5.183588505
R_NATIONALGOV	Senior	3.477137089	5.168316841
R_NATIONALGOV	Young	3.706349134	5.420634747
R_NATURALCATA	Business	3.67975831	5.618618488
R_NATURALCATA	Expert	4.035087585	5.666666508
R_NATURALCATA	Female	3.942222118	5.825892925
R_NATURALCATA	Male	3.685138464	5.525000095
R_NATURALCATA	Non-Business	3.88257575	5.666666508
R_NATURALCATA	Non-Expert	3.751322746	5.629173756
R_NATURALCATA	Overall	3.771509171	5.610955238
R_NATURALCATA	Senior	3.698989868	5.587525368
R_NATURALCATA	Young	4.086614132	5.811023712
R_REGIONALGOV	Business	3.345132828	4.72647047
R_REGIONALGOV	Expert	3.567164183	5.205882549
R_REGIONALGOV	Female	3.504464388	4.920704842
R_REGIONALGOV	Male	3.358722448	4.727941036
R_REGIONALGOV	Non-Business	3.483145952	4.8629632
R_REGIONALGOV	Non-Expert	3.392226219	4.748682022
R_REGIONALGOV	Overall	3.396121979	4.767217636
R_REGIONALGOV	Senior	3.388118744	4.744094372
R_REGIONALGOV	Young	3.5	5.007874012
R_SOCIALINSTABILITY	Business	3.375375271	4.802395344
R_SOCIALINSTABILITY	Expert	3.618320704	5.167938709
R_SOCIALINSTABILITY	Female	3.55045867	5.073059559
R_SOCIALINSTABILITY	Male	3.409429312	4.831683159
R_SOCIALINSTABILITY	Non-Business	3.522727251	5.01886797
R_SOCIALINSTABILITY	Non-Expert	3.418699265	4.84817791
R_SOCIALINSTABILITY	Overall	3.428973198	4.848527431
R_SOCIALINSTABILITY	Senior	3.433467627	4.847389698
R_SOCIALINSTABILITY	Young	3.559999943	5.191999912
R_STATECOLLAPSE	Business	3.329376936	5.041419983
R_STATECOLLAPSE	Expert	3.641791105	5.382352829
R_STATECOLLAPSE	Female	3.559999943	5.140969276
R_STATECOLLAPSE	Male	3.353960514	4.967980385
R_STATECOLLAPSE	Non-Business	3.546816587	5.025926113
R_STATECOLLAPSE	Non-Expert	3.400709152	4.985890865
R_STATECOLLAPSE	Overall	3.408901215	5.012448311
R_STATECOLLAPSE	Senior	3.373757362	5.027722836
R_STATECOLLAPSE	Young	3.642857075	5.0390625
R_TECHADV	Business	2.922619104	4.248538017
R_TECHADV	Expert	2.906779766	4.218487263
R_TECHADV	Female	3.02314806	4.572727203
R_TECHADV	Male	2.9472363	4.281481266
R_TECHADV	Non-Business	3.019762754	4.503875732
R_TECHADV	Non-Expert	2.989959955	4.425196648
R_TECHADV	Overall	2.958571434	4.350631237
R_TECHADV	Senior	2.955555439	4.298210621
R_TECHADV	Young	3.050420284	4.737704754
R_TERRORIST	Business	3.502941132	5.599999905
R_TERRORIST	Expert	3.676470518	5.955882549
R_TERRORIST	Female	3.833333254	5.676856041
R_TERRORIST	Male	3.457002401	5.535626411
R_TERRORIST	Non-Business	3.694029808	5.565055847
R_TERRORIST	Non-Expert	3.58172226	5.540350914
R_TERRORIST	Overall	3.592541456	5.585399628
R_TERRORIST	Senior	3.532673359	5.568047523
R_TERRORIST	Young	3.823076963	5.658914566
R_UNEMPLOYMENT	Business	3.497058868	4.953352928
R_UNEMPLOYMENT	Expert	3.516981125	5.030075073
R_UNEMPLOYMENT	Female	3.621621609	5.097345352
R_UNEMPLOYMENT	Male	3.559113264	5.073709965
R_UNEMPLOYMENT	Non-Business	3.670498133	5.212927818
R_UNEMPLOYMENT	Non-Expert	3.630136967	5.121951103
R_UNEMPLOYMENT	Overall	3.576601744	5.058091164
R_UNEMPLOYMENT	Senior	3.5059762	4.988118649
R_UNEMPLOYMENT	Young	3.880952358	5.453125
R_WATER	Business	3.73156333	4.844574928
R_WATER	Expert	4.04511261	5.29850769
R_WATER	Female	4.071111202	5.264317036
R_WATER	Male	3.665024519	4.825980186
R_WATER	Non-Business	3.891385794	5.100371838
R_WATER	Non-Expert	3.747999907	4.898608208
R_WATER	Overall	3.772222281	4.930939198
R_WATER	Senior	3.735059738	4.914851665
R_WATER	Young	4.100775242	5.246153831
R_WEATHEREVENTS	Business	3.730205297	5.923753738
R_WEATHEREVENTS	Expert	4.220338821	6.372881413
R_WEATHEREVENTS	Female	4.026906013	6.130044937
R_WEATHEREVENTS	Male	3.724815607	5.793612003
R_WEATHEREVENTS	Non-Business	3.939163446	5.908745289
R_WEATHEREVENTS	Non-Expert	3.792321205	5.867364883
R_WEATHEREVENTS	Overall	3.819694757	5.883495331
R_WEATHEREVENTS	Senior	3.757936478	5.863095284
R_WEATHEREVENTS	Young	4.126984119	6.111111164
R_WMD	Business	3.960725069	3.724035501
R_WMD	Expert	4	4.109375
R_WMD	Female	4.093896866	4.227907181
R_WMD	Male	3.868354321	3.683291674
R_WMD	Non-Business	3.928286791	4.039525509
R_WMD	Non-Expert	3.943119287	3.844484568
R_WMD	Overall	3.927745581	3.859375
R_WMD	Senior	3.92592597	3.829959631
R_WMD	Young	4.032786846	4.049180508
