risk	group	impact	likelihood
R_INTERSTATE	Expert	3.72307682	3.661538363
R_INTERSTATE	Female	3.458127975	3.507389069
R_INTERSTATE	Male	3.429400444	3.474903584
R_INTERSTATE	Non-Business	3.513595104	3.481927633
R_INTERSTATE	Non-Expert	3.420944452	3.477458954
R_INTERSTATE	Other gender/not specified	3.416666746	3.666666746
R_INTERSTATE	Overall	3.443877459	3.491094112
R_INTERSTATE	Senior	3.413547277	3.512455463
R_INTERSTATE	Young	3.511627913	3.4069767
R_MANMADECATA	Business	3.443835735	3.767123222
R_MANMADECATA	Expert	3.866666555	3.888888836
R_MANMADECATA	Female	3.60386467	3.913043499
R_MANMADECATA	Male	3.396946669	3.737642527
R_MANMADECATA	Non-Business	3.458579779	3.797058821
R_MANMADECATA	Non-Expert	3.407407522	3.780582428
R_MANMADECATA	Other gender/not specified	4	3
R_MANMADECATA	Overall	3.464197636	3.774907827
R_MANMADECATA	Senior	3.3796134	3.775438547
R_MANMADECATA	Young	3.683907986	3.805714369
R_MIGRATION	Business	3.444133997	3.669467688
R_MIGRATION	Expert	3.674157381	4.022471905
R_MIGRATION	Female	3.59803915	3.912195206
R_MIGRATION	Male	3.492307663	3.700000048
R_MIGRATION	Non-Business	3.605341196	3.879055977
R_MIGRATION	Non-Expert	3.541125536	3.772727251
R_MIGRATION	Other gender/not specified	3.454545498	4.090909004
R_MIGRATION	Overall	3.516087532	3.777634859
R_MIGRATION	Senior	3.515205622	3.771836042
R_MIGRATION	Young	3.534090996	3.742857218
R_NATIONALGOV	Business	3.229691982	3.394444466
R_NATIONALGOV	Expert	3.661538363	4.030769348
R_NATIONALGOV	Female	3.422885656	3.653658628
R_NATIONALGOV	Male	3.317120552	3.433526039
R_NATIONALGOV	Non-Business	3.459214449	3.599406481
R_NATIONALGOV	Non-Expert	3.331262827	3.468302727
R_NATIONALGOV	Other gender/not specified	2.833333254	3.416666746
R_NATIONALGOV	Overall	3.353767633	3.508196831
R_NATIONALGOV	Senior	3.321299553	3.489323854
R_NATIONALGOV	Young	3.387283325	3.49425292
R_NATURALCATA	Business	3.81994462	4.194444656
R_NATURALCATA	Expert	4.023809433	4.214285851
R_NATURALCATA	Female	4.009756088	4.223300934
R_NATURALCATA	Male	3.790606737	4.129921436
R_NATURALCATA	Non-Business	3.850609779	4.100917339
R_NATURALCATA	Non-Expert	3.806772947	4.13972044
R_NATURALCATA	Other gender/not specified	4	5
R_NATURALCATA	Overall	3.862547398	4.172152042
R_NATURALCATA	Senior	3.770609379	4.115315437
R_NATURALCATA	Young	4.08187151	4.290697575
R_REGIONALGOV	Business	3.232492924	3.238888979
R_REGIONALGOV	Expert	3.640625	3.71875
R_REGIONALGOV	Female	3.410000086	3.467980385
R_REGIONALGOV	Male	3.268101692	3.25436902
R_REGIONALGOV	Non-Business	3.376146793	3.403030396
R_REGIONALGOV	Non-Expert	3.263485432	3.312757254
R_REGIONALGOV	Other gender/not specified	3.083333254	3.5
R_REGIONALGOV	Overall	3.297297239	3.314649582
R_REGIONALGOV	Senior	3.266787767	3.302867413
R_REGIONALGOV	Young	3.421965361	3.35838151
R_SOCIALINSTABILITY	Business	3.261235952	3.236768723
R_SOCIALINSTABILITY	Expert	3.640449524	3.786516905
R_SOCIALINSTABILITY	Female	3.541872025	3.531707287
R_SOCIALINSTABILITY	Male	3.306640625	3.237910986
R_SOCIALINSTABILITY	Non-Business	3.469696999	3.389221668
R_SOCIALINSTABILITY	Non-Expert	3.357298374	3.282937288
R_SOCIALINSTABILITY	Other gender/not specified	3.090909004	3.090909004
R_SOCIALINSTABILITY	Overall	3.368627548	3.329883575
R_SOCIALINSTABILITY	Senior	3.346499205	3.295373678
R_SOCIALINSTABILITY	Young	3.437869787	3.397660732
R_STATECOLLAPSE	Business	3.120786428	3.324929953
R_STATECOLLAPSE	Expert	3.307692289	3.769230843
R_STATECOLLAPSE	Female	3.351485252	3.351485252
R_STATECOLLAPSE	Male	3.200779676	3.345559835
R_STATECOLLAPSE	Non-Business	3.359516621	3.373134375
R_STATECOLLAPSE	Non-Expert	3.249480247	3.327835083
R_STATECOLLAPSE	Other gender/not specified	3.166666746	3.333333254
R_STATECOLLAPSE	Overall	3.250642776	3.359693766
R_STATECOLLAPSE	Senior	3.216216326	3.32857132
R_STATECOLLAPSE	Young	3.319767475	3.401162863
R_TECHADV	Business	3.107734919	3.336986303
R_TECHADV	Expert	2.962962866	3.184049129
R_TECHADV	Female	3.171568632	3.434782505
R_TECHADV	Male	3.081712008	3.294797659
R_TECHADV	Non-Business	3.099697828	3.321428537
R_TECHADV	Non-Expert	3.1692307	3.376590252
R_TECHADV	Other gender/not specified	2.833333254	3.25
R_TECHADV	Overall	3.095175982	3.329032183
R_TECHADV	Senior	3.071684599	3.340425491
R_TECHADV	Young	3.202312231	3.302857161
R_TERRORIST	Business	3.31868124	3.694214821
R_TERRORIST	Expert	3.246153831	3.984615326
R_TERRORIST	Female	3.556650162	3.837438345
R_TERRORIST	Male	3.278625965	3.677480936
R_TERRORIST	Non-Business	3.370149136	3.741071463
R_TERRORIST	Non-Expert	3.32106328	3.633946896
R_TERRORIST	Other gender/not specified	3	3.583333254
R_TERRORIST	Overall	3.357682705	3.72201252
R_TERRORIST	Senior	3.334513187	3.722123861
R_TERRORIST	Young	3.400000095	3.708571434
R_UNEMPLOYMENT	Business	3.291316509	3.385041475
R_UNEMPLOYMENT	Expert	3.333333254	3.450495005
R_UNEMPLOYMENT	Female	3.485294104	3.495192289
R_UNEMPLOYMENT	Male	3.314563036	3.419417381
R_UNEMPLOYMENT	Non-Business	3.419161558	3.473053932
R_UNEMPLOYMENT	Non-Expert	3.404011488	3.507163286
R_UNEMPLOYMENT	Other gender/not specified	2.818181753	3.181818247
R_UNEMPLOYMENT	Overall	3.354166746	3.438489676
R_UNEMPLOYMENT	Senior	3.316636801	3.426024914
R_UNEMPLOYMENT	Young	3.476744175	3.482758522
R_WATER	Business	3.679451942	3.542465687
R_WATER	Expert	3.916666746	3.882352829
R_WATER	Female	3.86829257	3.758454084
R_WATER	Male	3.655705929	3.50863719
R_WATER	Non-Business	3.717325211	3.561193943
R_WATER	Non-Expert	3.646680832	3.522387981
R_WATER	Other gender/not specified	3.333333254	3.5
R_WATER	Overall	3.709302425	3.57435894
R_WATER	Senior	3.660746098	3.57495594
R_WATER	Young	3.866279125	3.580459833
R_WEATHEREVENTS	Business	3.942148685	4.449035645
R_WEATHEREVENTS	Expert	4.282608509	4.543478489
R_WEATHEREVENTS	Female	4.126213551	4.480582714
R_WEATHEREVENTS	Male	3.910476208	4.390476227
R_WEATHEREVENTS	Non-Business	3.964809418	4.375366688
R_WEATHEREVENTS	Non-Expert	3.921722174	4.407044888
R_WEATHEREVENTS	Other gender/not specified	4	5
R_WEATHEREVENTS	Overall	3.974138021	4.403940678
R_WEATHEREVENTS	Senior	3.924561501	4.381371021
R_WEATHEREVENTS	Young	4.109826565	4.517241478
R_WMD	Business	4.005618095	2.963788271
R_WMD	Expert	4.163934231	3.032258034
R_WMD	Female	4.045454502	3.119402885
R_WMD	Male	3.978431463	2.974854946
R_WMD	Non-Business	3.950769186	3.054380655
R_WMD	Non-Expert	3.943749905	3.004123688
R_WMD	Other gender/not specified	3.333333254	3
R_WMD	Overall	3.992228031	3.025542736
R_WMD	Senior	3.913043499	3.02146697
R_WMD	Young	4.218935013	2.98255825
